"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"6224",190,25,6,37,12850.4246111028,"male",12,"White only","no 4-year degree",1,610,"los angeles","los angeles",33.9927665652893,-118.208857026631,1
"6225",2245,31,6,0,85934.898625128,"male",13,"White only","no 4-year degree",1,1106,"unknown","los angeles",37.5803449391658,-121.913926907038,1
"6226",2219,25,6,37,85000,"female",16,"White only","4-year degree",1,238,"los angeles","los angeles",33.8672389727882,-118.245243448886,1
"6227",1440,33,6,107,43746.1934704334,"male",12,"White only","no 4-year degree",NA,2267,"tulare","tulare",36.3614135709805,-118.571018500682,1
"6228",973,27,6,0,39280.6765530258,"female",14,"Black only","no 4-year degree",1,1162,"unknown","los angeles",38.2631107717252,-121.568089362437,1
"6229",393,35,6,59,19093.7162085436,"male",12,"Asian only","no 4-year degree",1,852,"orange","orange",33.7015902398169,-117.720201649215,1
"6230",1355,32,6,37,43881.0953814536,"male",16,"American Indian, Alaskan Native only (AI)","4-year degree",1,292,"los angeles","los angeles",34.025150611986,-118.343936436911,1
"6231",2242,26,6,37,102909.479070455,"male",18,"Asian only","4-year degree",1,834,"los angeles","los angeles",33.9784583168121,-118.269383469185,1
"6232",1164,27,6,37,58652.418602421,"male",12,"White only","no 4-year degree",1,549,"los angeles","los angeles",34.0838704252539,-118.129182873734,1
"6233",1090,27,6,67,27911.3328833133,"female",13,"White only","no 4-year degree",1,1437,"sacramento","sacramento",38.0724395311465,-121.797381067459,1
"6234",331,35,6,73,1865.37504829466,"female",20,"White only","4-year degree",1,1570,"san diego","san diego",32.8532043810277,-116.873722681267,1
"6235",1022,30,6,19,99446.9535153359,"male",12,"White only","no 4-year degree",1,101,"fresno","fresno",36.8262958658479,-119.223765544903,1
"6236",865,29,6,81,0,"female",16,"Asian only","4-year degree",0,1929,"san mateo","san mateo",37.4068876162841,-122.275811410159,1
"6237",1326,25,6,83,52960.9205946326,"female",16,"White only","4-year degree",1,2125,"santa barbara","santa barbara",34.8451773426066,-120.130506164218,1
"6238",165,30,6,81,90000,"female",16,"Asian only","4-year degree",1,1956,"san mateo","san mateo",37.4777923049352,-122.295237573169,1
"6239",687,26,6,111,25500,"female",13,"White only","no 4-year degree",1,1066,"ventura","ventura",34.5551707813756,-119.039208183574,1
"6240",1923,34,6,29,15661.6873906031,"female",13,"White only","no 4-year degree",NA,4,"kern","kern",35.1935661919828,-118.881611076071,1
"6241",1383,25,6,73,14458.2697747974,"male",12,"White only","no 4-year degree",1,1609,"san diego","san diego",33.2303118204331,-117.297624855528,1
"6242",339,27,6,0,0,"male",20,"White only","4-year degree",NA,2057,"unknown","tulare",32.9969062639151,-117.232772460174,1
"6243",2235,31,6,59,0,"female",12,"White only","no 4-year degree",NA,870,"orange","orange",33.6953161468654,-117.518533282248,1
"6244",267,31,6,7,32968.7816654798,"male",13,"Black only","no 4-year degree",1,60,"butte","butte",39.6055118441678,-121.528917200692,1
"6245",895,33,6,67,7342.08649210688,"female",16,"White only","4-year degree",1,1453,"sacramento","sacramento",38.309024785336,-121.49760873787,1
"6246",1416,30,6,0,0,"male",16,"Black only","4-year degree",NA,1961,"unknown","kern",33.9308031897963,-118.019085331303,1
"6247",2189,31,6,0,24166,"male",18,"White only","4-year degree",1,2062,"unknown","shasta",40.9022745759775,-122.570005146935,1
"6248",1904,26,6,37,23819.2580457777,"male",12,"White only","no 4-year degree",1,722,"los angeles","los angeles",34.0748375362667,-118.243929638352,1
"6249",1945,33,6,73,0,"female",16,"Asian only","4-year degree",NA,1511,"san diego","san diego",33.0996785277764,-117.278552609828,1
"6250",802,31,6,0,208672.426175326,"male",18,"Asian only","4-year degree",1,1968,"unknown","los angeles",35.3096495421379,-120.83036726657,1
"6251",2201,34,6,59,25000,"female",12,"White only","no 4-year degree",1,986,"orange","orange",33.7952107852783,-118.053843351691,1
"6252",1114,29,6,0,0,"female",13,"White only","no 4-year degree",1,1814,"unknown","san diego",33.60711083722,-117.660094248304,1
"6253",902,32,6,37,50406.8244947121,"male",13,"White only","no 4-year degree",1,439,"los angeles","los angeles",33.9594743593466,-118.338636943075,1
"6254",1899,28,6,1,147488.171085715,"female",18,"Asian only","4-year degree",1,1720,"alameda","alameda",37.598218822878,-121.784334221478,1
"6255",136,25,6,37,2171.55560236424,"female",12,"Black only","no 4-year degree",1,500,"los angeles","los angeles",34.2041506004229,-118.124112673992,1
"6256",301,28,6,73,28947.6778508816,"female",16,"White only","4-year degree",1,1503,"san diego","san diego",32.9957252426535,-117.221245537017,1
"6257",685,28,6,1,32094.884107355,"male",11,"White only","no 4-year degree",1,1750,"alameda","alameda",37.7076664768204,-122.031872632489,1
"6258",223,30,6,59,27977.0933535211,"male",12,"White only","no 4-year degree",1,966,"orange","orange",33.6737674362329,-117.765918761978,1
"6259",83,33,6,29,54358.1927446648,"male",12,"Asian only","no 4-year degree",1,29,"kern","kern",35.0172365916019,-119.016554562778,1
"6260",433,30,6,81,35743.0049831048,"female",16,"White only","4-year degree",1,1937,"san mateo","san mateo",37.6123227519552,-122.438983649,1
"6261",2205,26,6,73,51577.7513824403,"female",14,"White only","no 4-year degree",1,1521,"san diego","san diego",32.7958397565927,-117.080899035321,1
"6262",760,29,6,37,0,"female",13,"White only","no 4-year degree",NA,577,"los angeles","los angeles",33.9890042882957,-118.340421670309,1
"6263",1658,33,6,37,37025.213740766,"female",14,"White only","no 4-year degree",1,602,"los angeles","los angeles",33.7711716680835,-118.295245096886,1
"6264",156,34,6,37,0,"female",13,"White only","no 4-year degree",NA,441,"los angeles","los angeles",34.0854572534798,-118.331000727122,1
"6265",737,30,6,37,1e+05,"male",13,"White-AI","no 4-year degree",1,543,"los angeles","los angeles",34.3817715227208,-117.747774736102,1
"6266",718,28,6,37,220000,"female",16,"White only","4-year degree",1,262,"los angeles","los angeles",33.7770663114603,-118.352110103464,1
"6267",2060,28,6,67,0,"female",12,"White only","no 4-year degree",NA,1466,"sacramento","sacramento",38.2712638720301,-121.539738788714,1
"6268",915,35,6,67,1074552.90340061,"female",18,"Black only","4-year degree",1,1461,"sacramento","sacramento",38.2804418069442,-121.567940778475,1
"6269",1616,29,6,37,69624.7581272107,"female",12,"Black only","no 4-year degree",1,829,"los angeles","los angeles",34.0295448912284,-118.480727304705,1
"6270",159,29,6,0,42308.8566536084,"male",11,"White only","no 4-year degree",1,1360,"unknown","san diego",32.886413822106,-116.787390043514,1
"6271",225,33,6,0,37172.9869761039,"male",12,"White only","no 4-year degree",1,1191,"unknown","los angeles",33.6472531967105,-117.686932379576,1
"6272",1141,26,6,37,45189.6320353262,"male",18,"White only","4-year degree",1,625,"los angeles","los angeles",34.0741406851833,-118.202127446728,1
"6273",912,28,6,73,0,"female",18,"Asian only","4-year degree",1,1681,"san diego","san diego",32.8384756327105,-117.204456246047,1
"6274",159,29,6,0,45479.9332726747,"male",11,"White only","no 4-year degree",1,1360,"unknown","san diego",34.3115019195321,-118.611431564644,1
"6275",411,28,6,1,55000,"male",18,"White only","4-year degree",1,1712,"alameda","alameda",37.6844699941796,-121.95608483907,1
"6276",732,28,6,1,19995.4350229353,"male",18,"White only","4-year degree",1,1716,"alameda","alameda",37.7555551105791,-122.124294553274,1
"6277",2183,26,6,59,9644.02311109006,"male",12,"White only","no 4-year degree",0,946,"orange","orange",33.7157308056028,-117.752430127565,1
"6278",506,27,6,67,2717.97692645341,"female",13,"Asian only","no 4-year degree",NA,1384,"sacramento","sacramento",38.3531274938382,-121.470629376574,1
"6279",272,32,6,73,93865.1168011129,"male",16,"White only","4-year degree",NA,1534,"san diego","san diego",32.9807961276175,-116.915931348023,1
"6280",975,30,6,37,51008.2706832327,"male",12,"White only","no 4-year degree",1,663,"los angeles","los angeles",34.2159329047549,-118.220051661318,1
"6281",500,34,6,0,0,"female",14,"White only","no 4-year degree",1,1124,"unknown","los angeles",36.1296394034886,-119.780626377865,1
"6282",407,30,6,81,26364.5075116307,"female",13,"White only","no 4-year degree",1,1927,"san mateo","san mateo",37.5157645670244,-122.289841404751,1
"6283",1310,26,6,67,12140.8767638728,"female",13,"White only","no 4-year degree",1,1440,"sacramento","sacramento",38.289361399474,-121.472635386771,1
"6284",1630,34,6,0,4800,"female",12,"White only","no 4-year degree",1,1127,"unknown","orange",33.7001891434303,-117.753507422429,1
"6285",1535,26,6,37,0,"female",16,"White only","4-year degree",1,194,"los angeles","los angeles",33.9055508328184,-118.141154712112,1
"6286",1612,25,6,0,3091.09261343256,"female",12,"Black-Asian","no 4-year degree",1,1829,"unknown","san luis obispo",33.8757494134912,-118.190695869815,1
"6287",2074,33,6,37,80592.9512842558,"male",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,211,"los angeles","los angeles",34.0290697627816,-118.136843511441,1
"6288",1519,31,6,0,108823.201990128,"male",16,"White only","4-year degree",1,1817,"unknown","san mateo",34.0543381765113,-118.268951741719,1
"6289",1641,33,6,59,76570.8673037589,"male",16,"White only","4-year degree",1,842,"orange","orange",33.7803661029745,-117.704386532729,1
"6290",1396,32,6,19,47899.3880286813,"male",14,"White only","no 4-year degree",1,143,"fresno","fresno",37.0071670819577,-119.582178084816,1
"6291",1334,32,6,107,16387.3961032368,"male",12,"White only","no 4-year degree",0,2259,"tulare","tulare",36.0945172289107,-118.09629719517,1
"6292",1925,28,6,0,0,"female",12,"White only","no 4-year degree",NA,1138,"unknown","alameda",34.183499508037,-118.065222495691,1
"6293",490,28,6,37,50000,"male",16,"White only","4-year degree",1,342,"los angeles","los angeles",33.990675967548,-118.29835537494,1
"6294",1925,28,6,0,0,"female",12,"White only","no 4-year degree",NA,1138,"unknown","alameda",34.0994613757319,-118.318833783466,1
"6295",86,29,6,0,90256.0836081393,"female",18,"Asian only","4-year degree",1,1820,"unknown","los angeles",33.9979145520177,-118.445203815111,1
"6296",155,27,6,37,21706.9465341046,"female",12,"White only","no 4-year degree",NA,309,"los angeles","los angeles",33.991541116193,-118.060484202564,1
"6297",1245,27,6,0,6982.50189993996,"male",12,"White only","no 4-year degree",1,1102,"unknown","kern",38.3721949156546,-121.99443095013,1
"6298",78,33,6,37,34880.6494758464,"female",13,"White only","no 4-year degree",1,501,"los angeles","los angeles",34.1528701235887,-118.201481929207,1
"6299",2218,31,6,77,54388.7602044269,"female",13,"Asian only","no 4-year degree",1,2195,"san joaquin","san joaquin",38.0550031182206,-121.417530638497,1
"6300",1257,26,6,77,41560.2585963905,"male",16,"White only","4-year degree",1,2200,"san joaquin","san joaquin",37.9456048490101,-121.252958472347,1
"6301",341,31,6,0,18169.6541989222,"male",13,"White only","no 4-year degree",1,1858,"unknown","san diego",33.0948055831175,-117.143601693629,1
"6302",1126,26,6,107,0,"female",20,"White only","4-year degree",NA,2271,"tulare","tulare",36.4614862051174,-118.643603459029,1
"6303",1512,35,6,19,0,"female",12,"White only","no 4-year degree",NA,117,"fresno","fresno",36.7973772596046,-119.791816644843,1
"6304",307,35,6,1,65989.9401627481,"female",20,"White only","4-year degree",1,1783,"alameda","alameda",37.7748530294719,-122.013249278982,1
"6305",52,32,6,59,48847.2137622535,"male",13,"Asian only","no 4-year degree",1,996,"orange","orange",33.6809507663572,-117.789540774021,1
"6306",515,25,6,19,20051.9816012122,"female",16,"White only","4-year degree",1,146,"fresno","fresno",36.8228227631339,-119.707423877205,1
"6307",1548,25,6,37,0,"male",12,"White only","no 4-year degree",1,694,"los angeles","los angeles",33.9529546265357,-118.432353147848,1
"6308",300,33,6,73,120000,"male",13,"White only","no 4-year degree",NA,1568,"san diego","san diego",32.8662659139821,-117.170887105947,1
"6309",1482,33,6,37,26159.5131468493,"male",18,"Black only","4-year degree",1,742,"los angeles","los angeles",33.8424943777255,-118.15275072359,1
"6310",1723,26,6,37,46359.5727737993,"male",12,"White only","no 4-year degree",1,528,"los angeles","los angeles",34.0455157210044,-118.239589989189,1
"6311",1322,32,6,53,13632.1696350817,"female",12,"White only","no 4-year degree",NA,1479,"monterey","monterey",36.293125311072,-121.138956901603,1
"6312",1862,31,6,111,44708.4041568451,"female",14,"White only","no 4-year degree",1,1070,"ventura","ventura",34.4424321693755,-119.232043362394,1
"6313",1215,34,6,89,50000,"female",18,"White only","4-year degree",1,1123,"shasta","shasta",40.6009370399021,-122.431594008028,1
"6314",561,34,6,75,110000,"male",16,"Asian only","4-year degree",1,1875,"san francisco","san francisco",37.7416702558929,-122.368175336821,1
"6315",536,26,6,73,542.079222435132,"male",12,"White only","no 4-year degree",0,1512,"san diego","san diego",33.1735787869025,-117.280084572915,1
"6316",1188,27,6,59,13269.9833540712,"female",16,"Asian only","4-year degree",1,863,"orange","orange",33.7375243512125,-117.71319575319,1
"6317",781,27,6,81,136198.481563479,"male",18,"White only","4-year degree",1,1947,"san mateo","san mateo",37.4412650161346,-122.279167355339,1
"6318",498,33,6,95,0,"male",12,"Asian only","no 4-year degree",0,2238,"solano","solano",38.1803857237846,-121.96839729103,1
"6319",1693,27,6,37,35547.1596112475,"female",12,"White only","no 4-year degree",1,620,"los angeles","los angeles",34.1577668605872,-118.606800332931,1
"6320",632,30,6,37,45000,"female",16,"Asian only","4-year degree",1,744,"los angeles","los angeles",34.0957506397549,-118.350404742938,1
"6321",146,35,6,37,1700,"female",14,"White only","no 4-year degree",0,504,"los angeles","los angeles",34.0284557372404,-118.35728007329,1
"6322",1228,33,6,37,0,"female",12,"White only","no 4-year degree",NA,800,"los angeles","los angeles",34.2522423116778,-118.376974860455,1
"6323",1253,26,6,37,0,"male",13,"White only","no 4-year degree",NA,556,"los angeles","los angeles",34.2156829899588,-118.042821185894,1
"6324",2241,29,6,0,28928.9644667879,"female",16,"White only","4-year degree",1,1363,"unknown","san diego",33.9895190415043,-118.340006141666,1
"6325",1602,25,6,37,36967.67639881,"male",13,"White only","no 4-year degree",1,833,"los angeles","los angeles",33.9884164502551,-118.261447283748,1
"6326",89,25,6,37,54154.3637728319,"male",13,"White only","no 4-year degree",1,573,"los angeles","los angeles",34.0396586287899,-118.755204594067,1
"6327",1666,29,6,0,42190.4471574817,"female",13,"White only","no 4-year degree",1,1244,"unknown","sacramento",37.7955688342344,-122.408852626007,1
"6328",976,32,6,0,61855.5568987504,"male",18,"White only","4-year degree",1,1289,"unknown","los angeles",33.9470882237045,-118.259152933593,1
"6329",1366,29,6,79,53930.8851375245,"male",18,"White only","4-year degree",1,2099,"san luis obispo","san luis obispo",35.2589797277212,-120.405892589986,1
"6330",1403,27,6,59,39568.8774231821,"male",12,"White only","no 4-year degree",1,971,"orange","orange",33.7536024857328,-117.721093636361,1
"6331",1953,31,6,37,47685.7978664339,"female",12,"White only","no 4-year degree",1,497,"los angeles","los angeles",34.0184465051672,-118.358383353457,1
"6332",1840,34,6,0,50816.8026857078,"male",16,"White only","4-year degree",1,1268,"unknown","los angeles",32.9235938796564,-117.007254505685,1
"6333",1097,29,6,37,28641.62716344,"male",12,"White only","no 4-year degree",1,410,"los angeles","los angeles",33.9834343738654,-117.857591777232,1
"6334",2143,32,6,0,100757.822101004,"female",20,"Asian only","4-year degree",1,1849,"unknown","alameda",33.6764062317509,-117.714294858777,1
"6335",1847,29,6,1,40000,"female",18,"White only","4-year degree",1,1755,"alameda","alameda",37.5871394265643,-121.76742000149,1
"6336",980,29,6,75,197631.458545756,"male",16,"Asian only","4-year degree",1,1879,"san francisco","san francisco",37.765692557893,-122.440933979174,1
"6337",1522,29,6,0,0,"male",12,"White only","no 4-year degree",NA,1178,"unknown","ventura",34.6216251195252,-119.1630305253,1
